geo,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
tun,Tunisia,583176,594186,605375,617765,629493,638834,654825,665872,673956,683592,699881,726661,753584,780283,804300,824591,847180,854090,850456,844919,845304,844397,850236,862430,877653,893146,909475,926285,943184,960853,980381,1002490,1018817,1030869,1040756,1050367,1060236,1067693,1072401,1072507,1066961,1059115,1041038,1015584,987283,959015,924992,898842,878347,859691,840666,829294,817216,805819,798171,796749,802318,810278,821689,837932,860068,888849,923428,959986,991919,1015137,1042354,1047086,1035907,1019259,1004154,973799,954969,944038,933468,917802,900725,883006,864396,846834,831606,820134,809809,801074,794173,789533,789263,789849,791380,793836,797335,804096,809806,814669,818841,822452,826496,828802,829548,828798,826527,822625,817695,811716,804658,796420,786750,777265,767834,758373,748794,739577,731176,723472,716444,710102,705792,702049,698811,696039,693782,693751,693249,692458,691571,690746,690862,690477,689636,688226,686129,684097,681381,677966,673902,669223,664350,659436,654379,649047,643299,638057,632901,627741,622514,617162,613122,609077,605005,601004,597349
tur,Turkey,3368545,3550532,3772859,3975367,4141303,4279909,4476466,4575689,4619904,4653197,4710041,4748272,4816695,4910782,5009864,5102175,5218497,5303733,5369592,5438322,5528212,5641548,5750773,5858983,5964827,6070868,6200426,6298682,6376044,6446362,6520842,6589517,6648510,6696703,6728047,6740483,6754640,6731671,6683984,6629383,6581000,6518915,6473573,6445376,6433782,6438950,6461852,6508143,6565825,6615508,6644895,6704913,6697573,6644948,6580835,6529119,6448292,6399331,6379973,6385485,6417747,6474561,6553916,6645944,6728466,6778796,6829515,6815928,6749274,6657922,6567148,6471512,6409838,6374792,6344424,6298705,6238565,6182099,6125299,6071674,6024215,5978443,5936777,5898225,5860130,5821330,5794639,5758957,5717472,5674882,5634929,5600802,5567359,5534613,5501733,5468522,5442677,5415131,5385474,5353278,5318527,5291752,5257600,5217820,5174994,5131218,5091628,5051009,5009344,4966102,4921190,4882979,4842952,4801517,4759723,4718592,4686287,4653730,4620862,4587469,4553732,4530222,4503401,4474015,4443251,4412215,4389428,4364523,4337667,4308819,4278157,4255074,4228943,4199970,4168663,4135617,4109865,4081858,4051602,4019288,3985328,3959101,3930778,3900566,3868700,3835368,3810538,3783762,3754921,3724180,3692230
tza,Tanzania,1460639,1496116,1513728,1531210,1557813,1597576,1636470,1687968,1747289,1809436,1872176,1951262,2013216,2064595,2116350,2177929,2248158,2317236,2388209,2462618,2543383,2636060,2722142,2805199,2889450,2978896,3080013,3175430,3268118,3361003,3458076,3567947,3666919,3760553,3855816,3959240,4073329,4184043,4296213,4416244,4551668,4710997,4865371,5013161,5145775,5256228,5383096,5472930,5543651,5627864,5754096,5902243,6098549,6331689,6576269,6814446,7089393,7320181,7518704,7706205,7901238,8090972,8262364,8426615,8593615,8770560,8927026,9111442,9316107,9528151,9738602,9967979,10184524,10393071,10604066,10826059,11064340,11301016,11538406,11777032,12018476,12272392,12519875,12762441,13001525,13238879,13483973,13718437,13945442,14168954,14392285,14619059,14844116,15067859,15290224,15511589,15742076,15968641,16190818,16407437,16618268,16839652,17045217,17240355,17433364,17630512,17832312,18041707,18255384,18466643,18671294,18891411,19095563,19286912,19471317,19653401,19842904,20024459,20199693,20369487,20534851,20706160,20873041,21034387,21188114,21333079,21487501,21626836,21754582,21876581,21997193,22123975,22251235,22376543,22494840,22603008,22724506,22828657,22918654,22999991,23076809,23160863,23239740,23313703,23381642,23443201,23514923,23580838,23642879,23703745,23764765
uga,Uganda,945091,977493,1015412,1051390,1083785,1114040,1154332,1183263,1207663,1235176,1272394,1313177,1358614,1409195,1463029,1519246,1584969,1645757,1702077,1753974,1801657,1855413,1898823,1936928,1977815,2029024,2086134,2151414,2224454,2302107,2382845,2475219,2557910,2637163,2723030,2824559,2939183,3057625,3180747,3306634,3434408,3582139,3720433,3851142,3976706,4100305,4240316,4365428,4482787,4602997,4736456,4880433,5026779,5176973,5330056,5486558,5654524,5811214,5961217,6110879,6266988,6424520,6568534,6708226,6856724,7026834,7198326,7370538,7538306,7685519,7796039,7895527,7965398,8013589,8059832,8122291,8189445,8279997,8386986,8495074,8593382,8709635,8793640,8854110,8906248,8961907,9015981,9067482,9118016,9165971,9210710,9255868,9300131,9342189,9380666,9414966,9457571,9488540,9510614,9527915,9543877,9563917,9578975,9590136,9597921,9603126,9613157,9618919,9620415,9617319,9609760,9608522,9598199,9580875,9559504,9536446,9517172,9495727,9472295,9446532,9418483,9397290,9372504,9344282,9312889,9278810,9252633,9220106,9182466,9141125,9097347,9058834,9016259,8970678,8923305,8875151,8832225,8789515,8746477,8702069,8655764,8617662,8575232,8529537,8482377,8435434,8394400,8352455,8310172,8267022,8222025
ukr,Ukraine,2987890,3391136,3721431,3954896,4082221,4150205,4345646,4342377,4229578,4098540,4014324,3828648,3784833,3835588,3885091,3864280,3876189,3789662,3639131,3504380,3440542,3365433,3407187,3527246,3648668,3719947,3854703,3875429,3816128,3746162,3718001,3683098,3694249,3738503,3776514,3780079,3782963,3742515,3664206,3565352,3458568,3341133,3212876,3078701,2939592,2794342,2627615,2486522,2364668,2256303,2160097,2091536,2030346,1983650,1964919,1982499,2019492,2097891,2201055,2301176,2381686,2500912,2547779,2542246,2513215,2478585,2394013,2318335,2250414,2183945,2113850,2015032,1952324,1912412,1879938,1843755,1828301,1799107,1761469,1726852,1703833,1691001,1682165,1678207,1676798,1676819,1681349,1684684,1686993,1688897,1690773,1692172,1692258,1690948,1687836,1682471,1673569,1663185,1651164,1637307,1621292,1601529,1581441,1560942,1540108,1518924,1496164,1475224,1455876,1437985,1421450,1406787,1394246,1383477,1374157,1366200,1361605,1356766,1352034,1347876,1344651,1342565,1340218,1337639,1334623,1331000,1326384,1320802,1314377,1307277,1299511,1289588,1280062,1270631,1260799,1250101,1238646,1227241,1215759,1204332,1193079,1182588,1173041,1164217,1155785,1147433,1141298,1134958,1128332,1121751,1115878
ury,Uruguay,219747,221663,221944,223315,226371,230763,233533,238570,244567,250445,255565,261868,266466,269467,271242,272075,272665,271494,269348,267338,265979,263410,264916,268764,272643,275516,282657,284403,282410,279245,276900,273676,269950,266721,264519,263228,258128,258776,262931,267731,271359,278211,281419,281843,281228,280853,280559,278992,276647,273671,270088,264894,261276,258592,255985,252928,250212,246557,242490,239060,236957,234756,234517,235628,236954,237771,239922,240230,239214,237813,236656,235000,233558,232329,231087,229674,227887,226530,225372,224170,222741,221626,220079,218218,216283,214453,212693,211062,209548,208075,206590,205299,204043,202806,201591,200397,199468,198485,197456,196391,195302,194389,193407,192362,191262,190105,189061,187988,186875,185690,184411,183268,182054,180779,179465,178136,176942,175809,174713,173600,172428,171481,170472,169409,168313,167191,166280,165355,164398,163405,162376,161546,160707,159850,158950,157983,157197,156348,155437,154480,153470,152609,151758,150886,149957,148949,148127,147261,146342,145374,144374
usa,USA,17236887,17757254,18105689,18446771,18839846,19279054,19550663,19925014,20304899,20593793,20732517,20926217,20850373,20561589,20170151,19764566,19279987,18806298,18372244,17981443,17614990,17099248,16815944,16685683,16610937,16530401,16643240,16638077,16564159,16517892,16579777,16774486,16990036,17236943,17501245,17779318,18147653,18465436,18744359,18999064,19240996,19515152,19717381,19853756,19928128,19965957,20058849,19969273,19787667,19632646,19564581,19359971,19455594,19738697,20041930,20270037,20801322,21042754,21059895,20974629,20890229,20864063,20679186,20416044,20151215,19935462,19595177,19474782,19511521,19604096,19676332,19819487,19961028,20089981,20215064,20340275,20520633,20636217,20708871,20761590,20808154,20798464,20818704,20857537,20892079,20900568,20869690,20868199,20879957,20888351,20876637,20858362,20843756,20830061,20816203,20796661,20767676,20763186,20775677,20794748,20809064,20821351,20860273,20916271,20977745,21031888,21090159,21163371,21242755,21317240,21374588,21429277,21486479,21540435,21584905,21611041,21621994,21648280,21680176,21704348,21706384,21699084,21704295,21714212,21721012,21714261,21705554,21719440,21746130,21773243,21787094,21809773,21849526,21897126,21941739,21970907,22008977,22058067,22110986,22158465,22188351,22221100,22269199,22321617,22365439,22387227,22412390,22448063,22485085,22513392,22520473
uzb,Uzbekistan,692560,794549,904994,1008831,1099504,1180659,1289165,1361752,1413600,1461649,1519236,1562032,1627041,1706718,1783411,1843614,1897312,1926911,1938967,1948017,1963077,1966248,1997632,2048099,2102693,2153376,2230361,2286043,2328752,2373284,2429782,2493105,2566980,2649110,2733538,2817150,2916375,3005026,3082386,3149309,3208343,3276774,3315028,3327233,3315569,3282039,3227160,3145468,3046679,2944052,2847073,2727299,2642641,2590033,2565977,2568012,2597219,2664110,2755430,2853031,2945877,3087037,3171076,3216091,3250416,3294888,3323154,3363002,3406948,3434636,3431637,3412530,3361380,3287395,3209788,3140936,3049434,2994625,2967092,2950608,2934052,2938336,2940635,2941393,2945622,2957468,2990391,3014132,3031611,3044513,3054730,3067439,3070237,3065072,3053364,3035962,3009633,2981776,2952385,2921423,2888518,2850956,2818896,2790720,2764877,2740287,2721877,2704913,2689182,2674918,2662585,2658638,2651879,2643269,2633801,2624422,2618293,2609286,2598126,2585304,2571190,2556134,2540252,2523523,2505798,2486920,2466992,2447282,2427726,2408443,2389497,2371255,2354222,2338118,2322621,2307573,2295125,2282232,2269060,2255868,2242915,2232269,2220752,2208579,2196043,2183536,2172400,2161050,2149676,2138105,2125674
vct,St. Vincent and the Grenadines,13638,13891,14074,14263,14493,14777,14994,15275,15580,15865,16092,16281,16463,16620,16742,16817,16834,16792,16719,16644,16587,16397,16280,16208,16123,16000,15879,15641,15327,15020,14765,14451,14244,14110,13995,13880,13934,13865,13716,13546,13368,13016,12768,12574,12373,12144,11977,11746,11471,11195,10945,10646,10347,10069,9836,9633,9326,9184,9134,9089,9009,9210,9124,8836,8503,8283,8284,8152,7981,7822,7706,7537,7463,7454,7451,7415,7416,7356,7254,7145,7051,6958,6878,6806,6735,6658,6587,6511,6427,6347,6268,6201,6132,6062,5989,5920,5863,5796,5727,5661,5597,5539,5479,5419,5360,5300,5251,5197,5140,5085,5029,4982,4930,4876,4821,4768,4722,4673,4621,4568,4516,4472,4424,4376,4325,4276,4235,4189,4141,4092,4047,4008,3965,3923,3880,3837,3801,3762,3718,3673,3628,3591,3552,3514,3472,3434,3400,3365,3323,3283,3244
ven,Venezuela,1021737,1068014,1109388,1150750,1195890,1246313,1302789,1362513,1422963,1481252,1536108,1598958,1648693,1689153,1726644,1766090,1803516,1843564,1884610,1922049,1952989,1984417,2004473,2018276,2035153,2061775,2087383,2131149,2186853,2242887,2291417,2351608,2390673,2415875,2441044,2476158,2508456,2556089,2612492,2663931,2701037,2743016,2759396,2757565,2751484,2750904,2739739,2743856,2759202,2776921,2790755,2810061,2825779,2837549,2847468,2857294,2874021,2882754,2887014,2891898,2900078,2911422,2935724,2955772,2941833,2873490,2820445,2699142,2545345,2419114,2363409,2253480,2255438,2334821,2430635,2497087,2608399,2658189,2659760,2645664,2639867,2641200,2637169,2631155,2619540,2600261,2568151,2541855,2518241,2494396,2467741,2440899,2415156,2389993,2366020,2343835,2328255,2312189,2296104,2280428,2265850,2257507,2246429,2233636,2220232,2207180,2196682,2184985,2172347,2158762,2144316,2131013,2116605,2101246,2085213,2068724,2053446,2037962,2022201,2006123,1989784,1975660,1961035,1945925,1930322,1914297,1900751,1885770,1869929,1854164,1839206,1826125,1814305,1803251,1791990,1779930,1771062,1760001,1747298,1733971,1720802,1709308,1697843,1686338,1674476,1662112,1651700,1640812,1629697,1618806,1608345
vnm,Vietnam,3088167,3347537,3676577,4001617,4307971,4605741,4980242,5255271,5468215,5654391,5841592,5994331,6147355,6301546,6445401,6570869,6672857,6772683,6868968,6965323,7063312,7176166,7301996,7432296,7551449,7649779,7766696,7826566,7853091,7886152,7956273,8009224,8117021,8264967,8422973,8569976,8742040,8874137,8972775,9057377,9142037,9227553,9301389,9341234,9296383,9133921,8939166,8551259,8048682,7564743,7190756,6689646,6498305,6528895,6629731,6697017,6922325,7044379,7089525,7127802,7210284,7343008,7433636,7505594,7571873,7642771,7672773,7743873,7830904,7890956,7892471,7882647,7793298,7648828,7498408,7374433,7203223,7117115,7085324,7050820,6974468,6932219,6818555,6658780,6504341,6390748,6268618,6212780,6207561,6219040,6224867,6269125,6294971,6306250,6316015,6333332,6365949,6388321,6403368,6410437,6408928,6398793,6383120,6360956,6330654,6290118,6237933,6185295,6130686,6072954,6010650,5945161,5884401,5826796,5771078,5716216,5668828,5625780,5586623,5551284,5519668,5499717,5482708,5468168,5455615,5444760,5443404,5441510,5438310,5432275,5422056,5414764,5401324,5382254,5358293,5329420,5295651,5262034,5227694,5190795,5149099,5106022,5065554,5025550,4984281,4940459,4902938,4866369,4830420,4796276,4766344
vut,Vanuatu,8985,9218,9431,9668,9941,10258,10600,10921,11224,11538,11893,12328,12722,13085,13415,13705,13999,14190,14320,14474,14734,15114,15517,15958,16426,16911,17525,18082,18587,19051,19491,20028,20513,20953,21362,21758,22138,22502,22877,23300,23774,24123,24633,25215,25757,26197,26795,27268,27644,27979,28332,28631,28805,28959,29221,29662,29970,30776,31856,32948,34017,36033,37149,37743,38274,38936,38687,39263,40324,41362,42080,43095,43632,43833,43994,44326,44621,45100,45732,46396,47019,47709,48363,48983,49599,50232,50930,51595,52234,52849,53447,54064,54648,55206,55743,56267,56797,57325,57846,58337,58795,59280,59715,60113,60491,60869,61259,61659,62064,62466,62858,63295,63720,64132,64524,64897,65321,65694,66027,66326,66594,66877,67119,67329,67521,67698,67883,68079,68274,68448,68577,68747,68851,68908,68949,68998,69061,69149,69247,69314,69328,69385,69359,69268,69152,69052,68951,68903,68920,68974,69019
wsm,Samoa,14829,15640,16793,17897,18777,19428,20410,20819,20923,21049,21474,21898,22740,23881,24998,25825,26619,27120,27341,27381,27300,27104,26922,26729,26475,26136,25783,25400,24997,24630,24339,24107,23902,23734,23591,23455,23322,23170,23034,22992,23138,23558,23995,24431,24816,25124,25544,25704,25692,25637,25599,25141,24990,25038,25141,25198,25331,25415,25454,25553,25871,26559,27213,27905,28554,28927,28325,28063,27861,27499,26990,27104,26271,24950,23761,23072,21835,21739,22417,23217,23711,24733,25071,24924,24712,24752,24812,25021,25366,25714,25987,26282,26505,26657,26759,26824,26905,26887,26787,26639,26471,26273,26058,25830,25593,25358,25143,24932,24726,24536,24371,24287,24191,24092,24012,23963,24008,24029,24032,24024,24017,24079,24067,24004,23902,23787,23692,23543,23355,23137,22900,22673,22418,22140,21849,21549,21291,21008,20710,20414,20134,19921,19692,19460,19230,19017,18884,18716,18527,18331,18150
yem,Yemen,815508,824488,818068,809577,806690,813400,821433,837232,857904,880225,903013,940075,962467,975807,989445,1011748,1045989,1079327,1113486,1148084,1184278,1230905,1267963,1300766,1336370,1381319,1425356,1468736,1515098,1568319,1632280,1703077,1780294,1863705,1951798,2044440,2146983,2240168,2330707,2429212,2544165,2654203,2770269,2882999,2974757,3033759,3104875,3124124,3109625,3091680,3092834,3078630,3108943,3171920,3244093,3309040,3394849,3458160,3506023,3554651,3616155,3685836,3760061,3836334,3905795,3963054,4024582,4062761,4083815,4098711,4115306,4121769,4137446,4158982,4179112,4192872,4209425,4217875,4220028,4220698,4223620,4230434,4236683,4242285,4245650,4246150,4251059,4247855,4238822,4227626,4217117,4207698,4198962,4190080,4178835,4163952,4153067,4135365,4112459,4087256,4061967,4038598,4015093,3990919,3964447,3934785,3909191,3878131,3843226,3807328,3772571,3740467,3710675,3682181,3652788,3621205,3595456,3564762,3530633,3495708,3461971,3430916,3400984,3372135,3343770,3315619,3291227,3266895,3242459,3217834,3193077,3172194,3149211,3124752,3099645,3074565,3051151,3027347,3003317,2979102,2954780,2931881,2909282,2886925,2864709,2842487,2822488,2802384,2782089,2761914,2742632
zaf,South Africa,2023750,2105664,2218170,2325926,2419414,2503154,2626117,2696645,2738623,2777087,2831612,2876287,2940124,3019807,3102449,3180238,3267531,3338344,3399025,3462456,3539204,3629145,3722496,3818559,3911676,3999684,4104845,4182959,4248176,4324194,4428727,4536688,4682494,4849723,5008582,5138846,5291873,5379156,5415751,5426408,5429347,5388104,5332005,5266010,5192969,5114903,5018397,4955490,4917122,4888759,4859428,4864574,4863638,4863836,4883204,4936563,5028965,5144084,5274302,5402682,5520408,5667204,5752842,5794113,5815084,5832267,5815375,5803789,5796363,5785611,5764945,5723163,5700398,5688049,5677264,5661123,5657276,5644404,5625277,5606396,5592694,5588444,5584980,5582858,5580937,5578786,5583440,5585686,5585348,5581963,5575292,5571413,5560811,5545218,5527122,5508124,5486770,5468111,5450700,5431930,5409863,5389987,5367445,5342608,5316661,5290365,5266436,5242591,5218945,5195454,5172091,5151743,5132412,5113630,5094679,5075046,5058611,5040420,5021019,5001284,4981762,4962691,4944509,4926848,4908919,4890073,4871210,4851998,4832332,4812184,4791369,4769899,4748552,4727305,4706153,4684953,4663441,4643580,4624802,4606363,4587636,4570107,4552842,4535671,4518556,4501364,4484844,4468550,4452170,4435228,4417318
